Company,TypeName,Inches,resolution_width,resolution_height,touchscreen,cpu_brand,cpu_name,cpu_speed,Ram,Memory,memory_type,primary_storage,secondary_storage,gpu_brand,OpSys,Weight,Price
Acer,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.8,8,"256GB SSD",SSD,256,0,Nvidia,linux,2.5,46833
MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,2.8,119827
Asus,Ultrabook,14.0,1920,1080,0,Intel,"Core i7",2.7,8,"512GB SSD",SSD,512,0,Intel,window,1.10,99793
Toshiba,Ultrabook,13.3,1920,1080,0,Intel,"Core i7",2.5,16,"512GB SSD",SSD,512,0,Intel,window,1.2,93080
Dell,Ultrabook,14.0,1920,1080,0,Intel,"Core i7",2.8,8,"512GB SSD",SSD,512,0,Intel,window,1.36,89510
Lenovo,Notebook,35.6,1920,1080,0,Intel,"Core i3",2.0,4,"500GB HDD",HDD,500,0,Intel,window,2.2,21792
Lenovo,Notebook,11.6,1366,768,0,Intel,"Celeron Dual",1.1,2,"32GB Flash Storage","Flash Storage",32,0,Intel,window,1.15,16221
Lenovo,Workstation,15.6,1920,1080,0,Intel,"Core i7",2.8,8,"512GB SSD",SSD,512,0,Nvidia,window,2.67,102564
Lenovo,Ultrabook,14.0,2560,1440,0,Intel,"Core i7",2.8,8,"512GB SSD",SSD,512,0,Nvidia,window,1.7,103523
HP,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.0,4,"1TB HDD",HDD,1024,0,AMD,window,2.1,24988
Acer,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.6,42038
Asus,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.27,49444
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,4,"256GB SSD",SSD,256,0,AMD,linux,2.3,31909
Dell,Notebook,13.3,1366,768,0,Intel,"Core i3",2.0,4,"128GB SSD",SSD,128,0,Intel,window,1.65,36710
HP,Ultrabook,14.0,1920,1080,0,Intel,"Core i7",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.43,79920
Dell,Notebook,15.6,1366,768,0,Intel,"Core i5",2.5,8,"1TB HDD",HDD,1024,0,Intel,window,2.14,28769
Lenovo,Ultrabook,14.0,1920,1080,0,Intel,"Core i7",1.8,8,"256GB SSD",SSD,256,0,AMD,window,1.75,64755
Lenovo,"2 in 1 Convertible",15.6,3840,2160,1,Intel,"Core i7",2.8,16,"512GB SSD",SSD,512,0,Nvidia,window,2,101179
Chuwi,Notebook,12.3,2736,1824,0,Intel,"Celeron Quad",1.1,6,"64GB Flash Storage","Flash Storage",64,0,Intel,window,1.4,23923
HP,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.9,8,"256GB SSD",SSD,256,0,Intel,window,2.31,76031
Asus,Notebook,35.6,1920,1080,0,Intel,"Core i3",2.4,8,"1TB HDD",HDD,1024,0,Nvidia,linux,2.3,31808
Dell,Gaming,27.3,2560,1440,0,Intel,"Core i7",2.9,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,4.42,149131
Dell,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.62,61752
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",1.8,8,"256GB SSD +  2TB HDD",Hybrid,256,2048,AMD,window,2.02,60867
Dell,Ultrabook,14.0,1920,1080,0,Intel,"Core i7",2.8,8,"256GB SSD",SSD,256,0,Intel,linux,1.6,58555
HP,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,12,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,3.35,106507
Mediacom,"2 in 1 Convertible",11.6,1920,1080,1,Intel,"Celeron Dual",1.1,4,"32GB SSD",SSD,32,0,Intel,window,1.16,15931
Samsung,Netbook,11.6,1366,768,0,Intel,"Celeron Dual",1.6,4,"16GB Flash Storage","Flash Storage",16,0,Intel,other,1.15,14332
Lenovo,Notebook,13.3,1920,1080,0,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,Intel,window,1.4,53813
Lenovo,Notebook,14.0,1920,1080,0,Intel,"Core i3",2.7,4,"128GB SSD",SSD,128,0,Intel,window,1.7,31915
Lenovo,Workstation,15.6,3840,2160,0,Intel,"Core i7",2.8,16,"512GB SSD",SSD,512,0,Nvidia,window,2.3,130270
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.9,16,"512GB SSD",SSD,512,0,Nvidia,window,2.5,130483
Asus,Gaming,17.3,1920,1080,0,AMD,"Ryzen 1600",3.2,8,"256GB SSD +  1TB HDD",Hybrid,256,1024,AMD,window,3.2,90310
HP,Notebook,15.6,1366,768,0,Intel,"Celeron Dual",1.6,4,"500GB HDD",HDD,500,0,Intel,window,2.1,18488
Google,Ultrabook,12.3,2400,1600,1,Intel,"Core i7",1.3,16,"512GB SSD",SSD,512,0,Intel,other,1.1,117163
Lenovo,Ultrabook,24.0,2560,1440,0,Intel,"Core i7",2.7,24,"512GB SSD",SSD,512,0,Intel,window,1.32,126913
Asus,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,4,"256GB SSD",SSD,256,0,Intel,linux,2,29784
Lenovo,Notebook,17.3,1600,900,0,AMD,"A6-Series 9220",2.5,8,"1TB HDD",HDD,1024,0,AMD,window,2.8,27652
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",1.6,4,"256GB SSD",SSD,256,0,AMD,window,2.2,39907
Lenovo,Ultrabook,12.5,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.36,76137
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Pentium Quad",1.1,4,"128GB SSD",SSD,128,0,Intel,window,2.2,18595
HP,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.2,58555
Dell,Notebook,14.0,1920,1080,0,Intel,"Core i5",2.8,8,"256GB SSD",SSD,256,0,Nvidia,window,1.64,62817
Acer,Notebook,15.6,1366,768,0,Intel,"Core i5",2.5,4,"500GB HDD",HDD,500,0,Intel,linux,2.4,23539
Dell,Workstation,15.6,1920,1080,0,Intel,"Xeon E3-1505M",3.0,8,"64GB Flash Storage +  1TB HDD",HDD,64,1024,Nvidia,window,2.23,106187
MSI,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Nvidia,window,2.2,54758
Microsoft,Ultrabook,13.5,2256,1504,1,Intel,"Core i7",2.5,16,"512GB SSD",SSD,512,0,Intel,window,1.25,137942
HP,Notebook,15.6,1366,768,0,Intel,"Core i5",2.5,8,"128GB SSD",SSD,128,0,Intel,window,1.91,31382
Dell,Workstation,15.6,1920,1080,0,Intel,"Core i7",2.7,16,"256GB SSD",SSD,256,0,Nvidia,window,2.17,105228
HP,Workstation,15.6,1920,1080,0,Intel,"Core i7",2.9,8,"512GB SSD",SSD,512,0,Intel,window,2.31,81732
Lenovo,Notebook,14.0,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.65,71662
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",1.8,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,AMD,window,2.36,52161
Dell,"2 in 1 Convertible",11.6,1366,768,1,Intel,"Pentium Quad",1.6,4,"500GB HDD",HDD,500,0,Intel,window,1.47,25521
Dell,Notebook,17.3,1920,1080,0,Intel,"Core i7",2.7,8,"1TB HDD",HDD,1024,0,Nvidia,window,4.42,109011
Microsoft,Ultrabook,13.5,2256,1504,1,Intel,"Core M",2.2,4,"128GB SSD",SSD,128,0,Intel,window,1.252,52694
Microsoft,Ultrabook,33.5,2256,1504,1,Intel,"Core i7",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.25,95851
HP,Notebook,17.3,1600,900,0,Intel,"Core i3",2.0,8,"256GB SSD",SSD,256,0,Intel,window,2.5,34094
Acer,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.0,4,"1TB HDD",HDD,1024,0,Nvidia,window,2.23,28984
Acer,Netbook,11.6,1366,768,0,Intel,"Celeron Dual",1.6,4,"128GB SSD",SSD,128,0,Intel,window,1.4,23177
Asus,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"1TB HDD",HDD,1024,0,Intel,window,2.37,39907
Lenovo,Notebook,14.0,1920,1080,0,Intel,"Core i7",2.7,8,"512GB SSD",SSD,512,0,AMD,N/A,1.5,42571
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.9,8,"256GB SSD",SSD,256,0,Nvidia,window,2.67,111355
Asus,Notebook,15.6,1366,768,0,Intel,"Pentium Quad",1.1,4,"500GB HDD",HDD,500,0,Intel,window,2,16197
Acer,Notebook,15.6,1366,768,0,Intel,"Core i3",2.0,4,"500GB HDD",HDD,500,0,Nvidia,window,2.2,24988
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",1.6,8,"2TB HDD",HDD,2048,0,AMD,window,2.02,40440
HP,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,12,"1TB HDD",HDD,1024,0,Nvidia,window,3.78,90523
Lenovo,Ultrabook,14.0,2560,1440,0,Intel,"Core i7",2.6,12,"256GB SSD",SSD,256,0,Intel,window,1.4,98994
HP,"2 in 1 Convertible",13.3,3840,2160,1,Intel,"Core i7",1.8,8,"512GB SSD",SSD,512,0,Intel,window,1.29,106507
HP,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"500GB HDD",HDD,500,0,AMD,window,1.9,61485
Google,Ultrabook,12.3,2400,1600,1,Intel,"Core i5",1.2,8,"128GB SSD",SSD,128,0,Intel,other,1.1,67932
Dell,Ultrabook,13.3,1920,1080,1,Intel,"Core i5",1.6,8,"256GB SSD",SSD,256,0,Intel,window,1.42,98134
Asus,Notebook,15.6,3840,2160,0,Intel,"Core i7",2.6,12,"128GB SSD +  1TB HDD",Hybrid,128,1024,Intel,window,2.06,69211
Dell,Notebook,14.0,1366,768,0,Intel,"Core i3",2.3,8,"128GB SSD",SSD,128,0,Intel,window,1.79,39427
Lenovo,Notebook,14.0,1920,1080,0,Intel,"Core i5",2.5,8,"180GB SSD",SSD,180,0,Intel,window,1.7,72674
Toshiba,Notebook,13.3,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.05,89084
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",1.8,8,"512GB SSD",SSD,512,0,Nvidia,window,2.16,67239
Dell,Notebook,15.6,1366,768,0,Intel,"Core i3",2.4,4,"1TB HDD",HDD,1024,0,Intel,window,2.18,31254
HP,Notebook,13.3,1920,1080,0,Intel,"Core i5",1.6,4,"128GB SSD",SSD,128,0,Intel,window,1.49,38681
Chuwi,Notebook,15.6,1920,1080,0,Intel,"Atom x5-Z8350",1.4,4,"64GB Flash Storage","Flash Storage",64,0,Intel,window,1.89,13261
Lenovo,Notebook,15.6,1366,768,0,Intel,"Core i3",2.0,4,"128GB SSD",SSD,128,0,Intel,window,2.3,30103
Lenovo,Notebook,14.0,1920,1080,0,Intel,"Core i5",1.6,8,"256GB SSD",SSD,256,0,Intel,window,1.75,55891
Dell,Workstation,15.6,1920,1080,0,Intel,"Core i7",2.7,16,"512GB SSD",SSD,512,0,Nvidia,window,2.17,124569
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.8,16,"512GB SSD",SSD,512,0,Nvidia,window,2.06,101179
Lenovo,Ultrabook,12.5,1920,1080,0,Intel,"Core i7",2.7,16,"512GB SSD",SSD,512,0,Intel,window,1.36,95797
Asus,Ultrabook,12.5,1920,1080,0,Intel,"Core i7",2.7,16,"512GB SSD",SSD,512,0,Intel,window,0.91,103896
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Nvidia,window,2.3,53919
Toshiba,Ultrabook,13.3,1920,1080,1,Intel,"Core i7",2.7,32,"512GB SSD",SSD,512,0,Intel,window,1.05,149131
Asus,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,1.99,71928
Acer,Notebook,15.6,1366,768,0,AMD,"A10-Series 9620P",2.5,8,"1TB HDD",HDD,1024,0,AMD,window,2.2,30849
Asus,Gaming,17.3,1920,1080,1,Intel,"Core i7",2.6,24,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,4.33,67612
Lenovo,Ultrabook,12.5,1366,768,0,Intel,"Core i5",2.3,8,"180GB SSD",SSD,180,0,Intel,window,1.3,58555
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7",1.8,8,"256GB SSD",SSD,256,0,Intel,window,2.17,47893
HP,Notebook,14.0,1920,1080,0,Intel,"Core i7",2.8,8,"1TB SSD",SSD,1024,0,Intel,window,1.48,93187
Lenovo,Notebook,13.3,1920,1080,0,Intel,"Core i3",2.4,8,"256GB SSD",SSD,256,0,Intel,window,1.4,50563
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,2.3,48538
Asus,Netbook,11.6,1366,768,0,Intel,"Celeron Dual",1.1,4,"64GB Flash Storage","Flash Storage",64,0,Intel,window,1.2,18115
HP,Notebook,15.6,1366,768,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,AMD,window,1.91,32980
Lenovo,"2 in 1 Convertible",13.9,1920,1080,1,Intel,"Core i5",1.6,8,"256GB SSD",SSD,256,0,Intel,window,1.4,85195
Lenovo,Notebook,14.0,1366,768,0,Intel,"Celeron Dual",1.1,4,"500GB HDD",HDD,500,0,Intel,window,2.1,15931
Lenovo,Netbook,11.6,1366,768,0,Intel,"Celeron Dual",1.6,4,"16GB SSD",SSD,16,0,Intel,other,1.25,14119
Lenovo,Notebook,13.3,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.44,50563
Asus,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.7,8,"256GB SSD +  1TB HDD",Hybrid,256,1024,Intel,window,2,65215
Acer,Notebook,15.6,1920,1080,0,Intel,"Core i5",1.6,4,"1TB HDD",HDD,1024,0,Nvidia,window,2.2,32661
HP,Ultrabook,13.3,1920,1080,0,Intel,"Core i7",2.7,8,"512GB SSD",SSD,512,0,Intel,window,1.34,70489
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,8,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,N/A,2.4,61219
Dell,Ultrabook,13.3,1920,1080,1,Intel,"Core i5",2.5,8,"128GB SSD",SSD,128,0,Intel,window,1.29,47899
Acer,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.7,4,"500GB HDD",HDD,500,0,Nvidia,window,2.2,34046
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"1TB HDD",HDD,1024,0,Intel,window,2.18,44542
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",1.8,16,"256GB SSD +  2TB HDD",Hybrid,256,2048,AMD,window,2.2,64961
Xiaomi,Notebook,15.6,1920,1080,0,Intel,"Core i7",1.8,16,"256GB SSD",SSD,256,0,Nvidia,N/A,1.95,74589
Asus,Netbook,11.6,1366,768,0,Intel,"Celeron Dual",1.1,2,"32GB Flash Storage","Flash Storage",32,0,Intel,window,1.1,13054
HP,Notebook,15.6,1366,768,1,Intel,"Core i5",1.6,4,"1TB HDD",HDD,1024,0,Intel,window,2.04,27784
Asus,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,24,"512GB SSD",SSD,512,0,Nvidia,window,2.24,158135
HP,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Nvidia,window,2.04,47366
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,3,80133
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,8,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,3.2,74539
HP,Ultrabook,13.3,1920,1080,0,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,Intel,window,1.32,74539
Dell,Notebook,14.0,1920,1080,0,Intel,"Core i5",2.6,8,"256GB SSD",SSD,256,0,Intel,window,1.64,68184
HP,Notebook,15.6,1366,768,0,Intel,"Core i3",2.0,4,"128GB SSD",SSD,128,0,Intel,window,1.63,36710
Dell,Notebook,17.3,1920,1080,0,Intel,"Core i5",1.6,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,AMD,linux,2.8,47366
Lenovo,Notebook,24.0,1920,1080,0,Intel,"Core i5",2.3,8,"256GB SSD",SSD,256,0,Intel,window,2.02,71395
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.7,4,"1TB HDD",HDD,1024,0,Nvidia,window,2.2,42571
Lenovo,Notebook,15.6,1366,768,0,Intel,"Core i3",2.0,8,"2TB HDD",HDD,2048,0,Nvidia,N/A,2.2,24456
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,4,"500GB HDD",HDD,500,0,AMD,window,2.3,31169
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.8,8,"256GB SSD",SSD,256,0,Intel,window,1.9,73367
Dell,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,16,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,4.42,160520
Toshiba,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"500GB HDD",HDD,500,0,Intel,window,2.0,45821
Asus,Notebook,15.6,3840,2160,0,Intel,"Core i7",2.7,8,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,2,69211
Mediacom,Notebook,13.3,1920,1080,0,Intel,"Celeron Quad",1.1,4,"32GB SSD",SSD,32,0,Intel,window,1.2,19660
Asus,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.3,87859
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.8,8,"256GB SSD",SSD,256,0,Nvidia,window,1.93,72940
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",1.6,8,"256GB SSD",SSD,256,0,AMD,window,2.2,42486
HP,Notebook,15.6,1920,1080,0,Intel,"Pentium Quad",1.6,4,"256GB SSD",SSD,256,0,Intel,window,1.86,21258
HP,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,12,"1TB HDD",HDD,1024,0,Nvidia,window,2.62,95851
Lenovo,Notebook,14.0,1920,1080,0,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,Nvidia,window,1.87,45768
Dell,Ultrabook,13.3,3200,1800,1,Intel,"Core i7",1.8,8,"256GB SSD",SSD,256,0,Intel,window,1.2,74539
Dell,Notebook,14.0,1920,1080,0,Intel,"Core i3",2.0,4,"128GB SSD",SSD,128,0,Intel,window,1.6,39207
HP,Ultrabook,13.3,3200,1800,0,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,Intel,window,1.34,61006
Acer,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"1TB HDD",HDD,1024,0,Nvidia,linux,2.4,42517
Asus,Notebook,15.6,1366,768,0,AMD,"E-Series 7110",1.8,4,"500GB HDD",HDD,500,0,AMD,window,2,18595
HP,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.4,4,"128GB SSD",SSD,128,0,Intel,window,2.1,37589
Lenovo,Notebook,14.0,1920,1080,0,Intel,"Core i5",2.5,4,"500GB HDD",HDD,500,0,Intel,window,1.87,41825
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.3,4,"1TB HDD",HDD,1024,0,Intel,N/A,2.15,24634
HP,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.0,4,"500GB HDD",HDD,500,0,Intel,window,1.86,21152
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.7,8,"512GB SSD",SSD,512,0,Intel,window,1.99,92121
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.0,4,"128GB SSD",SSD,128,0,Intel,window,2.2,26587
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.9,59513
Dell,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,4.42,143803
HP,Notebook,17.3,1600,900,0,Intel,"Core i3",2.0,8,"1TB HDD",HDD,1024,0,Intel,window,2.65,28992
HP,Notebook,17.3,1920,1080,0,Intel,"Core i7",2.7,8,"1TB HDD",HDD,1024,0,Nvidia,window,2.63,68198
Asus,Notebook,15.6,1366,768,0,Intel,"Celeron Dual",1.1,4,"500GB HDD",HDD,500,0,Intel,linux,2,11935
Mediacom,Notebook,13.3,1920,1080,0,Intel,"Atom x5-Z8350",1.4,4,"32GB Flash Storage","Flash Storage",32,0,Intel,window,1.35,13586
Lenovo,Notebook,17.3,1600,900,0,Intel,"Core i7",2.7,6,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.8,50563
HP,Notebook,15.6,1920,1080,0,AMD,"A10-Series A10-9620P",2.5,6,"128GB SSD",SSD,128,0,AMD,window,1.91,30311
Dell,Notebook,15.6,1366,768,0,Intel,"Core i3",2.0,4,"1TB HDD",HDD,1024,0,AMD,window,2.18,32922
Acer,"2 in 1 Convertible",11.6,1920,1080,1,Intel,"Celeron Dual",2.0,4,"32GB Flash Storage","Flash Storage",32,0,Intel,window,1.25,18595
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.7,4,"128GB SSD",SSD,128,0,Intel,window,2.05,33566
HP,Ultrabook,13.3,3200,1800,1,Intel,"Core M",1.2,16,"512GB SSD",SSD,512,0,Intel,window,1.16,104695
Lenovo,Notebook,17.3,1920,1080,0,Intel,"Core i7",2.8,8,"256GB SSD",SSD,256,0,Nvidia,window,3.4,159787
Asus,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.5,44702
Dell,Ultrabook,13.3,3840,2160,1,Intel,"Core i5",1.6,8,"128GB SSD",SSD,128,0,Intel,window,1.21,85195
Dell,Notebook,15.6,1366,768,0,Intel,"Core i5",2.6,4,"500GB HDD",HDD,500,0,Intel,window,1.93,51096
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Pentium Quad",1.1,4,"500GB HDD",HDD,500,0,Intel,window,2.2,18328
Lenovo,Notebook,14.0,1366,768,0,Intel,"Core i5",2.5,4,"500GB HDD",HDD,500,0,Intel,window,2.02,52747
HP,Workstation,17.3,1600,900,0,Intel,"Core i5",2.8,8,"500GB HDD",HDD,500,0,Nvidia,window,3.14,99154
HP,Notebook,14.0,1366,768,0,Intel,"Pentium Quad",1.6,8,"2TB HDD",HDD,2048,0,Intel,window,1.94,20726
HP,Notebook,15.6,1920,1080,0,AMD,"A9-Series A9-9420",3.0,6,"256GB SSD",SSD,256,0,AMD,window,1.95,34579
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,2.3,44222
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",1.6,4,"500GB HDD",HDD,500,0,Intel,window,2.05,36497
Mediacom,Notebook,14.0,1920,1080,0,Intel,"Atom x5-Z8350",1.4,4,"32GB SSD",SSD,32,0,Intel,window,1.4,13267
Toshiba,Ultrabook,14.0,1920,1080,1,Intel,"Core i7",2.7,16,"512GB SSD",SSD,512,0,Intel,window,1.24,99367
Lenovo,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.7,32,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,4.6,141885
MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.9,16,"512GB SSD +  1TB HDD",Hybrid,512,1024,Nvidia,window,4.14,145401
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,AMD,linux,2.2,39907
Mediacom,Notebook,14.0,1920,1080,0,Intel,"Celeron Quad",1.1,4,"32GB SSD",SSD,32,0,Intel,window,1.45,20726
Dell,Notebook,15.6,1366,768,0,Intel,"Core i5",2.6,8,"500GB HDD",HDD,500,0,Intel,window,1.9,53734
HP,Notebook,13.3,1920,1080,0,Intel,"Core i3",2.4,4,"128GB SSD",SSD,128,0,Intel,window,1.49,38308
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.8,16,"256GB SSD",SSD,256,0,Nvidia,window,1.93,81912
Dell,Netbook,11.6,1366,768,0,Intel,"Celeron Dual",1.6,4,"16GB Flash Storage","Flash Storage",16,0,Intel,other,1.26,15718
MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.7,16,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,4.5,125155
HP,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,3.78,79813
Lenovo,Ultrabook,14.0,1920,1080,0,Intel,"Core i7",2.6,12,"256GB SSD",SSD,256,0,Intel,window,8.4,89137
Lenovo,Notebook,15.6,1366,768,1,Intel,"Core i7",1.8,12,"1TB HDD",HDD,1024,0,Intel,window,2.2,32448
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i5",2.5,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.73,94306
Asus,"2 in 1 Convertible",15.6,1366,768,1,Intel,"Core i5",2.5,8,"1TB HDD",HDD,1024,0,Intel,window,2.2,39374
Lenovo,Notebook,15.6,1920,1080,0,AMD,"A12-Series 9720P",3.6,12,"512GB SSD",SSD,512,0,AMD,window,2.2,50563
Dell,"2 in 1 Convertible",31.6,1366,768,1,Intel,"Core M",1.0,4,"128GB SSD",SSD,128,0,Intel,window,1.39,32128
Samsung,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.8,16,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.5,90523
Lenovo,Notebook,17.3,1920,1080,0,Intel,"Core i3",2.0,4,"500GB HDD",HDD,500,0,Intel,N/A,2.8,28185
Lenovo,Notebook,15.6,1366,768,0,Intel,"Core i3",2.3,8,"1TB HDD",HDD,1024,0,Intel,window,2.29,24456
Lenovo,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7",2.7,8,"512GB SSD",SSD,512,0,Intel,window,1.37,107892
Lenovo,Notebook,14.0,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.7,78535
Dell,"2 in 1 Convertible",12.5,1920,1080,1,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.34,88978
Dell,Workstation,15.6,1920,1080,1,Intel,"Core i7",2.8,8,"256GB SSD",SSD,256,0,Nvidia,window,2.06,93933
HP,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,Intel,window,1.84,64948
HP,Notebook,15.6,1366,768,0,Intel,"Core i3",2.4,4,"500GB HDD",HDD,500,0,Intel,window,2.1,35617
Acer,Notebook,14.0,1920,1080,0,Intel,"Celeron Quad",1.1,4,"32GB Flash Storage","Flash Storage",32,0,Intel,window,1.6,17529
